0,026625	0,0211875
0,04134375	0,0306875
0,04184375	0,0280625
0,04109375	0,0315625
0,04196875	0,0204375
0,04109375	0,0241875
0,042	0,0191875
0,040875	0,026625
0,042	0,0245
0,04090625	0,0284375
0,04196875	0,02125
0,04075	0,027375
0,0419375	0,0205
0,0409375	0,0301875
0,04190625	0,022375
0,04084375	0,0245625
0,04178125	0,0210625
0,04109375	0,0286875
0,0416875	0,019375
0,0410625	0,0231875
0,04146875	0,0215625
0,04128125	0,031625
0,0413125	0,02075
0,0411875	0,025625
0,04096875	0,0206875
0,04128125	0,0293125
0,0408125	0,0203125
0,04128125	0,02325
0,04046875	0,020625
0,04134375	0,02525
0,4284063	0,02225
0,341	0,02625
0,08309375	0,0216875
0,05709375	0,0265625
0,04678125	0,018125
0,0441875	0,0235
0,0414375	0,0208125
0,0419375	0,02175
0,04065625	0,01825
0,0415	0,019875
0,04040625	0,0123125
0,04128125	0,026125
0,04059375	0,022375
0,0411875	0,022
0,040625	0,0176875
0,04103125	0,02
0,0408125	0,01425
0,040875	0,0124375
0,04078125	0,007
0,04059375	0,0126875
0,04096875	0,0143125
0,0405	0,0155
0,041	0,015625
0,04025	0,0223125
0,041125	0,0183125
0,04025	0,021
0,04121875	0,021
0,04009375	0,0273125
0,04128125	0,025125
0,04021875	0,0236875
0,04128125	0,0190625
0,04009375	0,0224375
0,04128125	0,0265
0,04028125	0,0279375
0,04128125	0,023625
0,04028125	0,0231875
0,04121875	0,0215625
0,04053125	0,028
0,0411875	0,0198125
0,0405625	0,0153125
0,04096875	0,023
0,04078125	0,029
0,04090625	0,0231875
0,04084375	0,018625
0,04065625	0,0184375
0,04103125	0,0261875
0,0405625	0,0269375
0,0410625	0,0186875
0,04034375	0,02
0,04115625	0,0265625
0,0403125	0,027625
0,04121875	0,0211875
0,040125	0,020375
0,04128125	0,02825
0,04025	0,024125
0,0413125	0,015125
0,04015625	0,01925
0,04134375	0,0263125
0,040375	0,0299375
0,04134375	0,024625
0,0403125	0,0250625
0,04125	0,0251875
0,0405625	0,0305
0,0411875	0,022875
0,04053125	0,020125
0,04096875	0,0224375
0,04078125	0,0298125
0,04090625	0,0230625
0,0408125	0,0165625
0,04065625	0,0220625
0,041	0,029
0,04053125	0,02075
0,04103125	0,0145
0,0403125	0,0188125
0,04115625	0,026875
0,0403125	0,0245625
0,04121875	0,022125
0,040125	0,0221875
0,04128125	0,0275625
0,04025	0,0239375
0,04134375	0,01925
0,04015625	0,0165
0,0413125	0,0290625
0,04034375	0,0250625
0,04134375	0,02425
0,04028125	0,022375
0,04125	0,0286875
0,0405625	0,0215
0,0411875	0,0214375
0,0405625	0,0194375
0,041	0,0268125
0,0408125	0,019875
0,0409375	0,021125
0,040875	0,018375
0,0406875	0,02325
0,0410625	0,0210625
0,040625	0,02125
0,04109375	0,013875
0,040375	0,0186875
0,04121875	0,015125
0,040375	0,0209375
0,04128125	0,01975
0,04015625	0,0239375
0,0413125	0,0181875
0,04028125	0,02525
0,041375	0,0170625
0,0401875	0,019125
0,041375	0,0154375
0,040375	0,0184375
0,04140625	0,01825
0,040375	0,0231875
0,04128125	0,0130625
0,04059375	0,0205
0,04121875	0,021
0,04059375	0,02325
0,04103125	0,0121875
0,04084375	0,0174375
0,04096875	0,0164375
0,04090625	0,024
0,04075	0,0151875
0,04109375	0,0195625
0,0406875	0,0183125
0,0411875	0,02575
0,0404375	0,0149375
0,0413125	0,0160625
0,04046875	0,0163125
0,4159688	0,0255
0,426625	0,016625
0,09334375	0,01775
0,05878125	0,0168125
0,04896875	0,02475
0,04346875	0,0111875
0,04284375	0,0125625
0,0410625	0,0111875
0,04175	0,0200625
0,0405625	0,0131875
0,0414375	0,0169375
0,04071875	0,009375
0,04134375	0,017375
0,04071875	0,0065625
0,0411875	0,0105
0,04096875	0,001375
0,0410625	0,0086875
0,04096875	6,25e-005
0,04078125	0,0030625
0,04115625	0,0011875
0,04071875	0,014375
0,0411875	0,007625
0,0404375	0,0129375
0,04128125	0,0068125
0,0404375	0,01425
0,041375	0,0065
0,04028125	0,013875
0,0414375	0,0115625
0,04040625	0,0226875
0,0415	0,012375
0,0403125	0,01275
0,04153125	0,0065625
0,0405625	0,0156875
0,04153125	0,00775
0,04046875	0,0121875
0,0414375	0,00725
0,04075	0,0191875
0,04134375	0,0100625
0,04071875	0,014125
0,04115625	0,00775
0,04096875	0,0175625
0,0410625	0,0111875
0,04096875	0,0163125
0,0408125	0,0135
0,0411875	0,021625
0,04075	0,015625
0,04121875	0,0179375
0,0405	0,0101875
0,04134375	0,019625
0,0405	0,008875
0,04140625	0,01275
0,0403125	0,0104375
0,0414375	0,0190625
0,040375	0,01525
0,04146875	0,01475
0,04025	0,00975
0,0414375	0,0195
0,04046875	0,0149375
0,0414375	0,0124375
0,04040625	0,011625
0,041375	0,025875
0,0406875	0,01725
0,0413125	0,0174375
0,0406875	0,01175
0,041125	0,0215
0,040875	0,0174375
0,041	0,018
0,0409375	0,010875
0,04078125	0,0175625
0,04115625	0,0120625
0,04071875	0,016375
0,0411875	0,009625
0,0404375	0,0153125
0,04128125	0,009375
0,0404375	0,0123125
0,04134375	0,0063125
0,04028125	0,0124375
0,0414375	0,0134375
0,040375	0,016375
0,04146875	0,0063125
0,04028125	0,01375
0,0414375	0,0149375
0,04046875	0,0179375
0,0414375	0,00625
0,0404375	0,0120625
0,04134375	0,0153125
0,04065625	0,0188125
0,0413125	0,0101875
0,04065625	0,012875
0,041125	0,0150625
0,04090625	0,0181875
0,04103125	0,010125
0,04096875	0,0099375
0,0408125	0,003
0,041125	0,015375
0,0406875	0,0125625
0,04115625	0,0141875
0,0404375	0,010625
0,04128125	0,0151875
0,0404375	0,0075
0,041375	0,0133125
0,04028125	0,0151875
0,04140625	0,016875
0,04034375	0,00975
0,0414375	0,0101875
0,04025	0,0095
0,0414375	0,0164375
0,04046875	0,012
0,0414375	0,009625
0,0404375	0,0095625
0,041375	0,0159375
0,0406875	0,01375
0,04134375	0,0156875
0,04071875	0,0125
0,04115625	0,01625
0,04096875	0,008
0,0410625	0,0049375
0,041	0,0068125
0,0408125	0,012375
0,0411875	0,0064375
0,04075	0,006875
0,04121875	0,0125
0,0405	0,0174375
0,04134375	0,00975
0,0405	0,0083125
0,04140625	0,013375
0,185875	0,0136875
0,4282188	0,00425
0,1054375	0,003
0,0631875	0,0066875
0,04903125	0,0110625
0,04521875	0,0098125
0,042125	0,005125
0,04221875	0,0081875
0,04078125	0,010875
0,0415625	0,0095625
0,0408125	0,00525
0,04140625	0,0048125
0,04075	0,0109375
0,04121875	0,0103125
0,04103125	0,0058125
0,0411875	-0,0019375
0,04109375	0,0003125
0,0409375	0,0011875
0,04125	-0,00725
0,040875	-0,0075625
0,04134375	0,002375
0,04065625	0,0069375
0,0415	0,0035
0,040625	-0,0006875
0,0415	0,001625
0,0404375	0,0035625
0,04159375	-0,0005625
0,0405625	0,002
0,04165625	0,0038125
0,0404375	0,0061875
0,04165625	0,0030625
0,0406875	0,0013125
0,0416875	0,001375
0,04065625	0,0085625
0,041625	0,00475
0,0409375	0,002
0,04159375	-0,0034375
0,04096875	0,0025625
0,0414375	0,0044375
0,04121875	0,0045625
0,04140625	0,001125
0,0413125	0,003875
0,0411875	0,0045
0,04153125	0,0045
0,04115625	-0,00175
0,041625	0,002
0,0409375	0,004125
0,04178125	0,005875
0,04096875	0,002375
0,041875	0,00375
0,0408125	-0,0019375
0,0419375	0,0058125
0,04090625	0,003625
0,042	0,0028125
0,04084375	-0,001875
0,0420625	0,005875
0,04109375	0,00525
0,04209375	0,0035625
0,0410625	-0,0054375
0,04203125	0,001
0,04134375	0,0021875
0,04203125	0,0095
0,041375	-0,0016875
0,041875	0,0035
0,0416875	0,0023125
0,04184375	0,0035625
0,04171875	-0,0035
0,041625	-0,0005625
0,0419375	-0,0026875
0,0415625	0,004
0,04203125	-0,003625
0,04134375	-0,0001875
0,0421875	-0,004875
0,041375	0,00425
0,04225	0,0015
0,04115625	0,0038125
0,0423125	-0,000625
0,04128125	0,0040625
0,042375	-0,000625
0,04115625	0,0020625
0,042375	-0,0034375
0,041375	0,0100625
0,04234375	0,002125
0,0413125	0,002
0,04225	-0,00175
0,0415625	0,0050625
0,04221875	-0,005
0,04153125	0,00125
0,042	0,000875
0,04175	0,0071875
0,04190625	-0,001625
0,04175	0,007
0,0415625	0,0056875
0,041875	0,006625
0,0414375	-0,0054375
0,04184375	0,0013125
0,041125	0,0043125
0,041875	0,0099375
0,04096875	-0,0028125
0,0418125	-0,0014375
0,04071875	0,001
0,0418125	0,0104375
0,04075	-0,003125
0,0418125	-0,000375
0,04059375	0,0006875
0,04171875	0,0164375
0,04071875	0,0034375
0,04171875	-0,001375
0,040625	-0,0065
0,0415625	0,0120625
0,04084375	0,000125
0,0415	-0,004
0,04078125	-0,0075
0,04125	0,0111875
0,04096875	0,0050625
0,04109375	0,0024375
0,0409375	-0,003
0,0408125	0,0135625
0,041125	0,0045625
0,04071875	0,00175
0,041125	-0,004625
0,04040625	0,0080625
0,0411875	0,001625
0,040375	0,004625
0,04125	-0,000625
0,04015625	0,009
0,04184375	0,0024375
0,4282188	0,002
0,1240313	-0,0025
0,0656875	0,009125
0,05140625	0,0006875
0,0445	0,004625
0,04309375	6,25e-005
0,04096875	0,0124375
0,04146875	0,006375
